county,year,access_to_exercise_opps,limited_access_to_healthy_food,adult_obesity,physical_inactivity,excessive_drinking,diabetic_screening,adult_smoking,diabetes,median_household_income,population,pop_over_65,pop_under_18,access_to_recreational_facilities,access_to_healthy_foods,binge_drinking,colorectal_cancer_incidence_rate,pop_between_18_and_65
Waynesboro City,2015,69.34685328,5.4682961998,30.4,24,NA,88.888888889,NA,10.8,42434,21263,17.142454028,23.095395771,69.34685328,14,5.4682961998,NA,59.762150201
Williamsburg City,2015,100,0.7877286824,27,23.5,NA,85.117056856,NA,9.5,47880,15206,15.138761015,24.01824766,100,19,0.7877286824,NA,60.842991325
Winchester City,2015,93.428233408,7.6692529436,28.6,25.8,NA,90.298507463000007,NA,10.1,43943,27216,14.447383892,10.627383927,93.428233408,14.6,7.6692529436,NA,74.925232181
Accomack,2016,40.987215052,1.6858734081,36.6,29.8,13.6,89.260808926,20.2,14.3,38390,33021,21.25314194,22.448356044,40.987215052,14.5,1.6858734081,NA,56.29850201599999
Albemarle,2016,74.239668586,2.7320477917,22.9,20.4,17.5,87.649122807,14.7,8.3,67083,104489,16.512742968,20.932134096,74.239668586,10.1,2.7320477917,NA,62.555122936000004
Alleghany,2016,100,4.1662967902,30.8,26.5,14.7,84.803921569,17.4,11.1,45454,15820,24.323640961,20.981155911,100,11.5,4.1662967902,NA,54.695203128
Amelia,2016,28.28999212,3.2853247778,31,27.4,15,86.877828054,18.7,11.7,51738,12855,18.18747569,19.07079646,28.28999212,11.2,3.2853247778,NA,62.741727850000004
Amherst,2016,60.096436188,7.5797788016,30.3,30.1,15.3,88.872403561,17.5,10.8,43998,32041,18.89766237,21.057954103,60.096436188,12.4,7.5797788016,NA,60.044383526999994
Appomattox,2016,54.538168704,0.7514278596,30.2,26.3,15.1,85.797101449,19.5,11.6,44397,15279,19.085018653,19.82147873,54.538168704,12.9,0.7514278596,NA,61.09350261700001
Arlington,2016,100,0.0842677097,16.9,13.6,21.4,85.605483625,13.4,6.2,107143,226908,9.2738025984,21.925518686,100,8.7,0.0842677097,NA,68.8006787156
Augusta,2016,54.185762712,2.9383926042,30.4,24,17.5,86.67953668,17.1,9.8,57808,73862,19.357721156,17.158936662,54.185762712,9.1,2.9383926042,NA,63.483342182
Bath,2016,100,4.2052114449,31,29.4,15.1,85.714285714,18.3,11.4,43852,4563,25.027394258,19.69348244,100,10.8,4.2052114449,NA,55.279123302
Bedford County,2016,61.710058827,1.7778077116,30.6,23.4,16.6,87.006737247,16.4,10,55507,76583,19.409007221,16.020162174,61.710058827,8.8,1.7778077116,NA,64.570830605
Bland,2016,99.926729191,13.818532252,29.4,27.6,17.2,87.074829932,16.9,9.5,42624,6625,20.286792453,20.436650432,99.926729191,11.3,13.818532252,NA,59.276557114999996
Botetourt,2016,80.69265114,2.9382626343,25.8,23.7,16.9,88.095238095,14.8,9.3,63646,33100,19.930513595,16.739622642,80.69265114,7.9,2.9382626343,NA,63.32986376299999
Brunswick,2016,22.840426752,4.5183405643,34.5,29,13.1,86.629526462,21.2,14.7,37344,16498,19.159898169,20.063444109,22.840426752,20.2,4.5183405643,NA,60.776657721999996
Buchanan,2016,26.637065317,2.8574197893,29.5,29.6,14.2,86.43761302,22.1,11.5,32083,23106,19.419198477,17.680931022,26.637065317,15.4,2.8574197893,NA,62.89987050100001
Buckingham,2016,19.777207512,4.373373055,33.1,32.5,15.1,91.853932584,20.6,12.6,38731,16913,16.910069178,17.722669437,19.777207512,16.3,4.373373055,NA,65.367261385
Campbell,2016,61.821231903,6.2223022841,32.6,29.1,15.4,87.019230769,19.2,10.6,46663,54885,18.126992803,18.831667948,61.821231903,12.1,6.2223022841,NA,63.04133924899999
Caroline,2016,57.53371869,1.0398248389,29.7,21.9,15.5,83.870967742,18.8,11.1,56099,29778,15.101752972,20.131183383,57.53371869,12.5,1.0398248389,NA,64.76706364500001
Carroll,2016,43.389255043,2.0595124687,31,25.5,14.5,88.165680473,20.3,11.8,38474,29621,21.73795618,23.47370542,43.389255043,12.7,2.0595124687,NA,54.7883384
Charles City,2016,9.1786108049,0.5104751828,36.4,29.9,13.1,91.40625,19.2,15.4,49768,7023,21.32991599,19.28024037,9.1786108049,14.2,0.5104751828,NA,59.389843639999995
Charlotte,2016,19.640870809,14.340142159000001,32.2,28.1,13.6,89.434889435,20.4,13.4,36339,12225,20.155419223,15.833689307,19.640870809,15.7,14.340142159000001,NA,64.01089147
Chesterfield,2016,79.520041994,6.1133806934,26.7,19.9,16.1,87.758264463,16.7,9.2,72972,332499,12.803948283,21.554192229,79.520041994,9.6,6.1133806934,NA,65.641859488
Clarke,2016,62.469716403,0.4588095287,28,22.7,17.5,91.11969112,15.6,9.4,70281,14423,18.089163142,24.420825326,62.469716403,7.7,0.4588095287,NA,57.490011532
Craig,2016,96.743737958,4.161775486,29.2,24.1,16,88.541666667,17.2,10,46551,5234,21.054642721,21.38251404,96.743737958,9.6,4.161775486,NA,57.562843239
Culpeper,2016,75.865835636,0.8229752028,30.2,25.1,16.9,88.903225806,17.5,9.4,62394,49166,13.922222674,19.335116546,75.865835636,10.1,0.8229752028,NA,66.74266078000001
Cumberland,2016,36.281337047,22.159452649,31.4,24.4,13.6,84.153005464,20,13.8,41409,9827,19.314134527,25.385428955,36.281337047,14.5,22.159452649,NA,55.30043651800001
Dickenson,2016,38.137458341,0.1107701162,29.8,27.8,15.5,86.229508197,20.4,10.8,32103,15308,18.865952443,21.023710186,38.137458341,14.4,0.1107701162,NA,60.110337371
Dinwiddie,2016,44.00557123,5.6246981958,32.6,29.2,15.2,84.331797235,19.4,11.5,52288,27859,16.281991457,20.57747583,44.00557123,13.6,5.6246981958,NA,63.140532713
Essex,2016,15.424625594,9.0114081449,29.5,29.9,13.9,87.916666667,19.4,13.4,48277,11103,20.408898496,20.262751714,15.424625594,13.8,9.0114081449,NA,59.32834978999999
Fairfax,2016,99.534817505,1.2806623188,19.9,15.4,16.6,85.639014827,12.3,7.8,110507,1137538,11.471353045,20.039628929,99.534817505,6.1,1.2806623188,NA,68.489018026
Fauquier,2016,66.311366041,1.1046073669,25.5,23.7,17.4,88.486140725,15.5,8.9,89106,68248,14.923514242,23.84474189,66.311366041,7,1.1046073669,NA,61.231743868
Floyd,2016,43.137639898,10.803409931,26.8,23.4,15.4,89.655172414,18.8,10.3,43355,15578,20.419822827,23.939163052,43.137639898,10.5,10.803409931,NA,55.641014121
Fluvanna,2016,52.134988907,2.4206464148,29.5,23.3,16.5,86.393442623,16,9.5,64258,26092,18.300628545,20.458338683,52.134988907,8.4,2.4206464148,NA,61.241032772000004
Franklin,2016,34.174397692,7.1014697777,27.3,23.3,15.7,92.4226254,17.3,10.6,47419,56358,20.81337166,21.240226889,34.174397692,11,7.1014697777,NA,57.946401451
Frederick,2016,64.344550156,3.0701692377,32.5,23.9,17.2,87.794432548,15.3,8.4,65485,82377,15.195989172,19.69729231,64.344550156,7.9,3.0701692377,NA,65.10671851800001
Giles,2016,65.914612982,4.0015007063,31.4,29.9,15.9,80.769230769,17.8,9.8,45979,16815,19.952423431,23.547834954,65.914612982,11.3,4.0015007063,NA,56.499741615000005
Gloucester,2016,57.100222475,2.1917594321,33.2,23.7,17.6,89.940828402,16.1,9.3,58900,37141,17.500875044,20.749330955,57.100222475,9,2.1917594321,NA,61.749794001
Goochland,2016,65.538518212,4.4504109734,24.9,25.3,16.5,89,14.8,10.2,86610,21936,19.406455142,20.454484263,65.538518212,7.8,4.4504109734,NA,60.139060595000004
Grayson,2016,45.406553789,6.3218735514,33.3,33.9,13.6,87.804878049,20.6,12.4,31893,15093,23.646723647,19.096462436,45.406553789,13.9,6.3218735514,NA,57.256813917
Greene,2016,73.373906428,0,26.7,24.9,17.5,86.513157895,17.2,9.2,61762,19031,15.737480952,17.948717949,73.373906428,9.1,0,NA,66.313801099
Greensville,2016,27.084864821,2.9122828498,34.6,29.3,14.4,83.333333333,23.5,14.3,36459,11681,15.092885883,24.260417214,27.084864821,19.1,2.9122828498,NA,60.646696903000006
Halifax,2016,39.797466957,11.334753893,35.9,29.9,12.7,88.113948919,21,14.9,39079,35200,22.045454545,17.541306395,39.797466957,17.6,11.334753893,NA,60.41323906
Hanover,2016,78.16608754,2.3865808852,26.5,21.9,17.8,89.236790607,14.6,8.6,81940,101918,15.668478581,20.764204545,78.16608754,7.8,2.3865808852,NA,63.567316874
Henrico,2016,93.936501214,3.7041508468,28.2,22.3,16.1,86.438195665,15.5,9.8,62446,321924,13.773747841,22.743774407,93.936501214,12.7,3.7041508468,NA,63.482477751999994
Henry,2016,55.814297058,6.6475610321,31.7,35.7,13.2,86.973684211,20.1,13.7,34842,52081,21.750734433,23.420124004,55.814297058,14.9,6.6475610321,NA,54.82914156299999
Highland,2016,24.170616114,30.448063275,27.3,25.4,14,88.679245283,16.9,12.4,38636,2248,29.403914591,19.832568499,24.170616114,9,30.448063275,NA,50.76351690999999
Isle of Wight,2016,66.277289481,2.5642228003,28.6,25.9,16.3,87.801204819,16.6,10.9,64350,36007,17.288305052,13.300711744,66.277289481,11.3,2.5642228003,NA,69.410983204
James City,2016,91.360861974,5.7636306742,24.6,23.5,15.8,88.546255507,14.7,10.2,75926,72583,22.819392971,21.090343544,91.360861974,9.3,5.7636306742,NA,56.090263485
King and Queen,2016,27.717782577,4.9369576291,31,28.3,14.8,90.285714286,18,12.5,46331,7175,20.6271777,20.975986112,27.717782577,12.4,4.9369576291,NA,58.396836187999995
King George,2016,61.300033921,0,28.7,24.8,18.8,83.38028169,15.8,8.3,76206,25371,11.674746758,18.745644599,61.300033921,10.3,0,NA,69.579608643
King William,2016,47.574521494,2.1542317065,30,28.6,16.7,89.85915493,17,9.7,64305,16186,14.407512665,26.234677388,47.574521494,10.2,2.1542317065,NA,59.357809947
Lancaster,2016,50.136072338,0.2467166396,31.1,26.3,12.1,87.735849057,15.2,14.2,45827,11044,35.17747193,23.495613493,50.136072338,13.3,0.2467166396,NA,41.326914577000004
Lee,2016,51.745026771,0.0246469025,27.9,28.6,14.6,82.211538462,23.7,11.4,31429,24951,18.84894393,14.958348424,51.745026771,15.5,0.0246469025,NA,66.192707646
Loudoun,2016,88.637928219,0.517075565,21.8,19.5,18.7,84.918032787,13,7.1,122641,363050,7.8746729101,19.305839445,88.637928219,4.7,0.517075565,NA,72.8194876449
Louisa,2016,46.016951709,0.8106555892,35.2,27.6,15.8,89.473684211,16.9,10.9,60121,34348,17.578898335,29.362897672,46.016951709,11,0.8106555892,NA,53.05820399299999
Lunenburg,2016,17.69397553,0.0119526234,27.4,28.2,14.1,93.607305936,20.1,13.8,37548,12466,19.669501043,20.956096425,17.69397553,16.5,0.0119526234,NA,59.374402532000005
Madison,2016,43.672978659,0.6410108407,31.2,25.7,14.6,89.147286822,18.2,11.1,52513,13157,20.506194421,18.682817263,43.672978659,10.3,0.6410108407,NA,60.81098831599999
Mathews,2016,66.4624638,0,27,23.4,15,88.532110092,15.2,11.5,58268,8836,28.248076053,21.0382306,66.4624638,9.7,0,NA,50.713693346999996
Mecklenburg,2016,48.20179057,4.2582815987,31.9,27.2,12.4,88.522727273,19.2,14.6,38500,31192,23.842651962,16.942055229,48.20179057,17.4,4.2582815987,NA,59.21529280899999
Middlesex,2016,37.019801077,0.3694374198,25.7,22.8,14.2,90.322580645,15.6,12.5,48921,10696,29.029543755,19.110669402,37.019801077,10.7,0.3694374198,NA,51.85978684300001
Montgomery,2016,76.051995932,2.3053095235,23.7,18.7,19.7,90.986601705,20.7,6.9,43484,97244,10.989881124,15.641361257,76.051995932,14.8,2.3053095235,NA,73.36875761900001
Nelson,2016,43.814913449,1.8687942341,27.7,20.6,14.9,88.564476886,17.8,12.1,48076,14850,23.696969697,15.997902184,43.814913449,11.8,1.8687942341,NA,60.305128119
New Kent,2016,50.518205003,6.3054e-5,31.6,23.4,17.7,92.16152019,15.6,9.1,72406,20021,15.074172119,18.767676768,50.518205003,8.2,6.3054e-5,NA,66.158151113
Northampton,2016,43.748486561,0.0947996166,35.3,30.5,12.7,92.088607595,19.7,15.3,36822,12121,24.403927069,20.853104241,43.748486561,17,0.0947996166,NA,54.74296869
Northumberland,2016,35.587996756,1.3902451722,25.6,24.5,12.5,89.052631579,15.5,14.6,51422,12251,34.274753081,19.948849105,35.587996756,12.8,1.3902451722,NA,45.776397814
Nottoway,2016,31.445152337,21.499332148,35.6,30.9,13.8,88.188976378,22,13.9,37996,15579,18.338789396,15.876255,31.445152337,16.2,21.499332148,NA,65.784955604
Orange,2016,60.031062394,4.348716818,28.1,28.1,16,86.438356164,16.8,10.2,59282,35026,19.713926797,20.373579819,60.031062394,11.1,4.348716818,NA,59.912493384
Page,2016,80.887613343,0.6689725452,29.5,24.5,15.3,87.906137184,18.9,10.6,44851,23848,19.766856759,21.940843944,80.887613343,13.5,0.6689725452,NA,58.29229929699999
Patrick,2016,38.02055165,1.8789763804,30.8,27.4,14.1,90.222222222,19.6,12.4,34885,18264,24.189662724,20.324555518,38.02055165,12.8,1.8789763804,NA,55.485781758
Pittsylvania,2016,32.595345322,4.8512544947,33.1,29.9,14.2,88.660907127,18.9,12.5,44207,62383,20.011862206,18.139509417,32.595345322,12.9,4.8512544947,NA,61.848628377
Powhatan,2016,61.538187264,2.103817196,30.9,25.2,18.3,88.13559322,15.1,8.7,75539,28449,15.729902633,19.853165125,61.538187264,7.6,2.103817196,NA,64.416932242
Prince Edward,2016,70.485279014,6.3671030034,29.8,25.1,16.2,87.429643527,20.7,10.9,37543,23074,15.424287076,19.248479736,70.485279014,17.5,6.3671030034,NA,65.32723318800001
Prince George,2016,72.864940518,8.8729504514,35.2,25.8,18.3,81.838565022,18.5,9.4,61792,37333,12.447432566,16.486088238,72.864940518,11.9,8.8729504514,NA,71.06647919599999
Prince William,2016,91.062979786,3.0263895727,25.2,18.1,17.5,85.265225933,15.3,8.2,91886,446094,8.2843526252,21.171617604,91.062979786,6.9,3.0263895727,NA,70.5440297708
Pulaski,2016,67.354897912,5.9162972514,32.4,26,15.8,87.6,19.5,10.8,46186,34322,20.596119107,28.050366066,67.354897912,12.3,5.9162972514,NA,51.35351482700001
Rappahannock,2016,35.914824359,18.672896798,26.4,24.8,15.7,90.322580645,15.5,10.8,62800,7361,23.828284201,18.419672513,35.914824359,9.3,18.672896798,NA,57.752043286
Richmond,2016,19.904905987,2.4343975921,29.5,24.6,15.7,85.549132948,19.4,11.9,42204,8902,19.5461694,17.619888602,19.904905987,13.8,2.4343975921,NA,62.833941998
Roanoke,2016,75.830302243,2.9297208431,26.5,25.4,17,89.503546099,17.9,8.9,61935,93785,19.614010769,17.130981802,75.830302243,9,2.9297208431,NA,63.255007428999996
Rockbridge,2016,65.562379522,6.357401248,24.3,28.4,15.4,84.567901235,17.3,10.9,48497,22327,24.244188651,20.792237565,65.562379522,10.7,6.357401248,NA,54.963573784
Rockingham,2016,62.770920146,5.5060990794,27.9,24.3,17.6,89.97995992,15.7,9,55798,78171,17.970858758,17.351189143,62.770920146,8.9,5.5060990794,NA,64.67795209900001
Russell,2016,44.624009413,2.9740184622,31.1,28.6,15.2,89.203539823,21.5,10.5,37378,28023,18.820254791,22.393214875,44.624009413,13.6,2.9740184622,NA,58.786530334000005
Scott,2016,47.426327825,5.1532694654,32.7,31.3,14.6,90.934065934,20.3,11,36290,22384,21.461758399,19.669557149,47.426327825,12.6,5.1532694654,NA,58.868684452
Shenandoah,2016,61.769818779,2.5602200526,26.3,21,15.7,84.854994629,17,9.9,45430,43021,20.225006392,18.879556826,61.769818779,10.4,2.5602200526,NA,60.895436782000004
Smyth,2016,76.307128664,3.6725694026,27.3,27.2,14.7,88.906009245,21.2,10.7,37831,31555,19.98732372,21.477882894,76.307128664,13.8,3.6725694026,NA,58.53479338599999
Southampton,2016,17.442110932,14.663404918,33.1,32.8,14.4,87.368421053,18.5,12.9,46521,18059,17.996566809,20.053874188,17.442110932,15.4,14.663404918,NA,61.949559003
Spotsylvania,2016,74.554114888,5.1438139766,33.5,25.3,17.7,83.222289522,17.6,8.9,75714,129188,12.214756789,18.987762335,74.554114888,8.7,5.1438139766,NA,68.797480876
Stafford,2016,81.059390048,2.9751055212,33.1,22,18,83.944636678,15.6,7.8,92647,139992,9.1069489685,25.616156299,81.059390048,7.6,2.9751055212,NA,65.2768947325
Surry,2016,8.6001700198,6.6365237136,33.4,29.2,14,93.233082707,19.2,14,48707,6790,19.13107511,26.804388822,8.6001700198,14.5,6.6365237136,NA,54.064536068
Sussex,2016,3.34243402,12.181243972,38.7,27.3,13.9,90.688259109,23.1,14.1,37748,11767,16.214838107,18.24742268,3.34243402,17.7,12.181243972,NA,65.53773921300001
Tazewell,2016,51.619415236,6.9251024016,28.8,31.3,14.9,84.728033473,19.3,10.7,38292,43452,19.244223511,15.968386165,51.619415236,13.1,6.9251024016,NA,64.787390324
Warren,2016,81.695276114,1.5161638632,27.5,20.3,17.7,90.247678019,18.2,8.9,60714,38987,14.543309308,19.554911166,81.695276114,9.9,1.5161638632,NA,65.901779526
Washington,2016,66.752314309,3.5586900718,30.7,28.4,15.2,88.805166846,17.3,10,43353,54729,20.256171317,22.574191397,66.752314309,11.3,3.5586900718,NA,57.169637286000004
Westmoreland,2016,7.2533516672,5.1834206983,30.3,30,13.2,88.602150538,19.9,14.2,48232,17477,23.711163243,19.088600194,7.2533516672,12.8,5.1834206983,NA,57.200236563
Wise,2016,75.504197626,4.9730743393,33.2,37.4,15.5,87.752355316,20.5,10,38528,39935,15.90835107,18.527207187,75.504197626,15,4.9730743393,NA,65.564441743
Wythe,2016,66.054386865,1.668570576,30.3,27.3,15.3,86.222910217,19.8,10.6,41132,29121,19.659352357,20.012520346,66.054386865,12.2,1.668570576,NA,60.328127296999995
York,2016,86.119088354,3.8917327907,26.9,22.3,17.8,83.931133429,15.2,8.6,81169,66342,14.566941003,20.133237183,86.119088354,8.7,3.8917327907,NA,65.29982181400001
Alexandria City,2016,100,0,20.7,15.8,17.2,82.314694408,14.1,8,86419,150575,10.115889092,24.079768472,100,10.8,0,NA,65.804342436
Bedford City,2016,92.847958856,4.5178910865,33,25.1,NA,88.541666667,NA,NA,NA,NA,NA,17.759256185,92.847958856,16.7,4.5178910865,NA,NA
Bristol City,2016,97.017101205,15.49828828,29.2,24.8,14.7,87.755102041,21.4,11.1,34099,17184,19.855679702,0,97.017101205,15.9,15.49828828,NA,80.144320298
Buena Vista City,2016,82.315789474,40.610127099,28.3,24.2,15.6,88.481675393,21.5,10.5,38331,6603,17.598061487,19.954608939,82.315789474,14.1,40.610127099,NA,62.44732957400001
Charlottesville City,2016,100,1.3043492072,26.2,18.9,18.2,86.363636364,21.6,8,45890,45593,9.4575921742,21.838558231,100,17.5,1.3043492072,NA,68.7038495948
Chesapeake City,2016,87.765572052,3.6860494835,31.2,21.7,16.4,87.077997672,16.2,9.3,66625,233371,11.84423086,15.649332134,87.765572052,11.6,3.6860494835,NA,72.506437006
Colonial Heights City,2016,99.035092757,5.5274364274,26.3,26,15.9,NA,15.8,9.8,52355,17731,20.094749309,24.454623754,99.035092757,11.8,5.5274364274,NA,55.450626936999996
Covington City,2016,100,7.7918486458,29.4,26.3,15.4,NA,19.3,11.3,36503,5802,18.941744226,23.083864418,100,15.4,7.7918486458,NA,57.974391356
Danville City,2016,68.774822901,6.9894898145,35,29.5,11.8,87.899034892,22.2,15.3,33646,42444,19.741306192,22.457773182,68.774822901,21.6,6.9894898145,NA,57.80092062600001
Emporia City,2016,96.861818795,0.9794957964,32.2,29.7,11.1,81.71641791,24.4,16.7,33160,5462,17.466129623,22.269343134,96.861818795,24.6,0.9794957964,NA,60.264527243
Fairfax City,2016,100,0,22.7,19,16.6,NA,13.2,8.7,94067,24483,15.443368868,23.782497254,100,6.2,0,NA,60.77413387800001
Falls Church City,2016,100,0.0829295866,26.4,22.3,17.7,86.538461538,14.6,8,125635,13601,11.410925667,23.481599477,100,6.7,0.0829295866,NA,65.107474856
Franklin City,2016,58.517828012,22.089783738,34.3,27.9,11.5,84.542586751,23.2,15.8,38583,8526,17.452498241,26.637747224,58.517828012,22.6,22.089783738,NA,55.909754535
Fredericksburg City,2016,95.515935107,6.255997575,29.6,22.5,17.7,83.800623053,20.1,8.2,51195,28350,10.088183422,26.225662679,95.515935107,16.1,6.255997575,NA,63.686153899000004
Galax City,2016,89.960238569,1.4729500168,28.7,26.4,13.8,87.259615385,20.7,12.1,33182,7014,20.00285144,20.310405644,89.960238569,14.2,1.4729500168,NA,59.686742916
Hampton City,2016,92.010099246,5.9387865253,32.1,25.3,14.5,81.402002861,20.2,11.9,47615,136879,13.693115818,23.937838608,92.010099246,16.9,5.9387865253,NA,62.369045574000005
Harrisonburg City,2016,84.959316351,3.7787330157,26.9,19.4,17.7,88.338658147,24,7.2,38541,52478,8.1100651702,21.747674954,84.959316351,17.1,3.7787330157,NA,70.1422598758
Hopewell City,2016,94.068434332,11.759096512,34.1,27.3,14.8,86.991869919,20.3,11.9,40122,22196,15.719048477,16.22013034,94.068434332,18.7,11.759096512,NA,68.060821183
Lexington City,2016,79.963078671,0.080572472,27.2,22.7,20.6,NA,19.7,6.8,40829,7311,14.129394064,25.297350874,79.963078671,17.5,0.080572472,NA,60.573255062
Lynchburg City,2016,78.116398476,12.432986334,29.8,22,16.9,87.092391304,20,9.8,40065,79047,14.042278644,12.3238955,78.116398476,18.2,12.432986334,NA,73.633825856
Manassas City,2016,100,1.1010456181,27.5,21.8,17.1,94.736842105,17.3,8.6,72510,42081,8.1628288301,19.959011727,100,7.3,1.1010456181,NA,71.8781594429
Manassas Park City,2016,91.7816857,4.7600099536,29.7,24.1,17,85.283018868,17.4,8.6,73065,15174,7.4798998287,26.969416126,91.7816857,6.1,4.7600099536,NA,65.5506840453
Martinsville City,2016,97.597858332,10.685683295,33.4,28.4,11.8,88.226299694,22,15.3,29971,13711,20.443439574,24.871490708,97.597858332,22.6,10.685683295,NA,54.68506971800001
Newport News City,2016,91.754602449,3.5159489889,34.1,27,16.9,83.176248822,20.7,9.9,48440,182965,11.626267319,23.302457881,91.754602449,16.4,3.5159489889,NA,65.07127480000001
Norfolk City,2016,96.052355202,4.4832131404,31.4,24.8,19.4,82.431340872,21.4,9.4,42567,245428,9.9422233812,23.487552264,96.052355202,18.5,4.4832131404,NA,66.5702243548
Norton City,2016,98.585144012,6.6863175845,27.9,23.7,15.9,91.228070175,21.5,10.3,31620,4031,14.760605309,20.329791222,98.585144012,16,6.6863175845,NA,64.909603469
Petersburg City,2016,93.337446021,12.716690281,38.3,28.3,11.8,81.937172775,22.6,16.4,32749,32701,15.253356166,22.897544034,93.337446021,25,12.716690281,NA,61.8490998
Poquoson City,2016,51.341563786,4.059940603,26.5,23.2,18.1,84.937238494,15,8.8,84213,12048,18.260292165,22.069661478,51.341563786,7.1,4.059940603,NA,59.670046357000004
Portsmouth City,2016,90.515517873,3.3930910016,36.9,28.4,15,85.364238411,19.7,12.6,43045,96004,13.877546769,21.821049137,90.515517873,18.7,3.3930910016,NA,64.30140409399999
Radford City,2016,100,6.560752116,29.4,21.3,17.9,89.90228013,26.8,6.8,34267,17646,7.8941403151,23.434440232,100,19.7,6.560752116,NA,68.6714194529
Richmond City,2016,87.841675889,7.8709097653,29.6,22.4,18.1,80.491437081,24.1,11,42074,217853,11.418249921,13.294797688,87.841675889,20.5,7.8709097653,NA,75.286952391
Roanoke City,2016,88.004988045,10.718452708,34.4,25.7,15.4,88.470066519,21.3,11.6,40735,99428,14.854970431,18.44271137,88.004988045,17,10.718452708,NA,66.702318199
Salem City,2016,84.964922184,11.114261722,23.9,23.4,16.9,89.473684211,17.1,8.9,54195,25483,17.06627948,22.06219576,84.964922184,11.7,11.114261722,NA,60.87152476000001
Staunton City,2016,100,2.291878884,27.5,25.7,14.8,86.621621622,18.7,10.6,42552,24538,20.612926889,19.891692501,100,14.5,2.291878884,NA,59.495380610000005
Suffolk City,2016,71.279777738,2.7774870876,29.9,25,15.1,87.077385424,18.6,11,60735,86806,12.96684561,18.88091939,71.279777738,13.6,2.7774870876,NA,68.15223499999999
Virginia Beach City,2016,90.415850445,2.611465196,27.1,20.1,18.8,85.455167693,17.3,8.3,67676,450980,12.304980265,24.941824298,90.415850445,11.1,2.611465196,NA,62.753195437
Waynesboro City,2016,69.34685328,5.4682961998,30,22.5,15.4,88.496932515,20.1,10.5,44843,21366,17.373396986,22.836932902,69.34685328,14.8,5.4682961998,NA,59.789670111999996
Williamsburg City,2016,100,0.7877286824,27.4,23.9,18.7,85.598705502,18.1,7.4,46954,14691,15.778367708,23.827576523,100,16.7,0.7877286824,NA,60.39405576899999
Winchester City,2016,93.428233408,7.6692529436,26.5,24.4,16.1,88.137603796,20,9.9,44537,27543,14.624405475,10.564291063,93.428233408,13.4,7.6692529436,NA,74.811303462
Accomack,2017,40.987215052,1.6858734081,34.7,27.7,13.803097121,90.260631001,17.935975096,13.6,38690,32973,21.732933006,22.571956218,40.987215052,15.1,1.6858734081,NA,55.69511077600001
Albemarle,2017,74.239668586,2.7320477917,22.6,17.7,17.853696735,88.002873563,14.165124204,7.6,71293,105703,17.088445929,21.171714734,74.239668586,10,2.7320477917,NA,61.739839337
Alleghany,2017,100,4.1662967902,33,27.1,14.548334092,85,16.920437308,11,45210,15677,24.807042164,21.140776699,100,10.9,4.1662967902,NA,54.052181137000005
Amelia,2017,28.28999212,3.2853247778,29,27.1,16.165299792,87.5,15.962225655,11.8,53078,12903,18.96458188,19.677000186,28.28999212,11.6,3.2853247778,NA,61.358417934
Amherst,2017,60.096436188,7.5797788016,29.4,29.8,15.781145087,88.057553957,15.820072335,12.7,48646,31914,19.364542207,21.067085131,60.096436188,12.2,7.5797788016,NA,59.568372662
Appomattox,2017,54.538168704,0.7514278596,29.3,25.7,15.4338821,88.612836439,16.685863887,11.6,49461,15414,19.47580122,20.122443906,54.538168704,13,0.7514278596,NA,60.401754874000005
Arlington,2017,100,0.0842677097,16.1,13.4,22.392745554,85.393258427,12.164863842,4.2,104354,229164,9.4683283587,21.881350377,100,8.4,0.0842677097,NA,68.65032126429999
Augusta,2017,54.185762712,2.9383926042,34,25.3,17.48180833,87.631831256,16.461529115,11.6,56867,74314,19.733832118,16.678078842,54.185762712,8.6,2.9383926042,NA,63.58808904
Bath,2017,100,4.2052114449,28.7,26.8,14.764331315,90.909090909,17.364000735,10.9,44401,4470,25.727069351,20.073871631,100,9.8,4.2052114449,NA,54.199059018
Bedford County,2017,61.710058827,1.7778077116,33.1,24,17.080921394,NA,15.303109073,11.1,54153,77724,19.898615614,16.377816291,61.710058827,9.2,1.7778077116,NA,63.723568095000005
Bland,2017,99.926729191,13.818532252,30.9,25.3,18.199096994,89.54248366,15.175991492,10,44727,6561,21.338210639,20.854994629,99.926729191,10.7,13.818532252,NA,57.806794732
Botetourt,2017,80.69265114,2.9382626343,25.6,21.9,17.54082343,89.125799574,13.610370689,11.1,62591,33347,20.514589019,17.371937639,80.69265114,7.3,2.9382626343,NA,62.113473342000006
Brunswick,2017,22.840426752,4.5183405643,35.9,25.6,13.723231133,88.405797101,19.660285364,12,39748,16698,19.541262427,20.516938367,22.840426752,20.6,4.5183405643,NA,59.941799206000006
Buchanan,2017,26.637065317,2.8574197893,31.8,34.1,14.605778438,86.649874055,20.547417716000002,14.6,32433,22776,20.11766772,18.058092264,26.637065317,15,2.8574197893,NA,61.824240016000005
Buckingham,2017,19.777207512,4.373373055,33.5,33.9,15.820728645,90.476190476,18.847379743,14.3,43774,17032,17.343823391,17.972623639,19.777207512,16.7,4.373373055,NA,64.68355297
Campbell,2017,61.821231903,6.2223022841,31.5,25.1,15.481846371,88.888888889,17.309845523,11,46938,55086,18.567331082,18.91923436,61.821231903,11.8,6.2223022841,NA,62.513434558
